,equity,drawdown,capital
2021-08-25,127978.85566313175,-0.10628676366297055,135269.8996477689
2021-08-26,128270.3444138454,-0.10425121370117174,135269.8996477689
2021-08-27,129451.2822157159,-0.09600438464996888,135269.8996477689
2021-08-30,127480.95577608267,-0.10976374208351335,135269.8996477689
2021-08-31,127688.29558844044,-0.10831582841243376,135269.8996477689
2021-09-01,130057.44401550395,-0.09177138208852684,135269.8996477689
2021-09-02,129153.54113966673,-0.09808359640168815,135269.8996477689
2021-09-03,129579.81285863787,-0.09510681812416215,135269.8996477689
2021-09-06,128755.17111828481,-0.10086552908286509,135269.8996477689
2021-09-07,128273.99800867132,-0.10422569959542974,135269.8996477689
2021-09-08,128620.37899943294,-0.10180682129983035,135269.8996477689
2021-09-09,129820.14964684307,-0.09342847706004845,135269.8996477689
2021-09-10,128958.44594890514,-0.09944600235090438,135269.8996477689
2021-09-13,130200.3229468542,-0.09077361732902998,135269.8996477689
2021-09-14,129427.57490161403,-0.09616993965748204,135269.8996477689
2021-09-15,130280.34439484702,-0.09021480449317927,135269.8996477689
2021-09-16,128814.13119903042,-0.10045379384500237,135269.8996477689
2021-09-17,129025.06256228873,-0.0989807993387945,135269.8996477689
2021-09-20,130459.3509173531,-0.08896475035161504,135269.8996477689
2021-09-21,129684.30081163273,-0.09437714863192147,135269.8996477689
2021-09-22,128755.56512091427,-0.10086277764894051,135269.8996477689
2021-09-23,127577.16874684027,-0.10909185917732682,135269.8996477689
2021-09-24,128545.62544374794,-0.10232884692533524,135269.8996477689
2021-09-27,128363.5879799778,-0.10360006700335204,135269.8996477689
2021-09-28,127351.49023015842,-0.11066783730645129,135269.8996477689
2021-09-29,126854.56840222082,-0.11413798565831351,135269.8996477689
2021-09-30,124712.09083346179,-0.12909952404552327,135269.8996477689
2021-10-01,125800.68800589729,-0.12149753622492937,135269.8996477689
2021-10-04,126761.47500435561,-0.1147880836878405,135269.8996477689
2021-10-05,127750.533084415,-0.10788120603938058,135269.8996477689
2021-10-06,129237.21284802002,-0.09749929274562877,135269.8996477689
2021-10-07,133003.30031724917,-0.0711996184516763,135269.8996477689
2021-10-08,134634.78473130887,-0.059806492546872946,135269.8996477689
2021-10-11,133993.8422685866,-0.06428237850238684,135269.8996477689
2021-10-12,136296.9941044159,-0.048198805397212115,135269.8996477689
2021-10-13,137081.9026436704,-0.0427175628340488,135269.8996477689
2021-10-14,136126.51000743645,-0.04938934498491217,135269.8996477689
2021-10-15,136545.60800590177,-0.0464626628653539,135269.8996477689
2021-10-18,135908.17565161182,-0.050914036721969175,135269.8996477689
2021-10-19,136344.7532133402,-0.04786528977402459,135269.8996477689
2021-10-20,137848.89653655275,-0.037361423410025886,135269.8996477689
2021-10-21,136887.03567370345,-0.04407837505167606,135269.8996477689
2021-10-22,134580.92723513854,-0.06018259496593262,135269.8996477689
2021-10-25,134551.3869290301,-0.06038888343786631,135269.8996477689
2021-10-26,135259.58207353795,-0.05544335262125796,135269.8996477689
2021-10-27,135396.39566513858,-0.05448794387744065,135269.8996477689
2021-10-28,134147.59959862463,-0.0632086467493812,135269.8996477689
2021-10-29,134057.08087511107,-0.06384076508581432,135269.8996477689
2021-11-01,130369.38598329345,-0.0895930014166733,135269.8996477689
2021-11-02,128151.89466348347,-0.10507838244862425,135269.8996477689
2021-11-03,128121.87991740093,-0.10528798407164446,135269.8996477689
2021-11-04,128881.63295858238,-0.09998240960207383,135269.8996477689
2021-11-05,129741.80306834854,-0.09397559379944628,135269.8996477689
2021-11-08,129927.25927153301,-0.09268049967871866,135269.8996477689
2021-11-09,130349.89019951325,-0.08972914609406436,135269.8996477689
2021-11-10,131657.9041877749,-0.08059490740622628,135269.8996477689
2021-11-11,131580.1090819798,-0.08113817305281337,135269.8996477689
2021-11-12,130332.98774361645,-0.08984718081537278,135269.8996477689
2021-11-15,132010.36680582367,-0.07813355935437827,135269.8996477689
2021-11-16,131266.66348339847,-0.08332705401187657,135269.8996477689
2021-11-17,129852.29168548893,-0.09320401993991075,135269.8996477689
2021-11-18,131591.67999476483,-0.08105737003376084,135269.8996477689
2021-11-19,132014.91064789562,-0.07810182839552188,135269.8996477689
2021-11-22,132741.70502533315,-0.07302641377452387,135269.8996477689
2021-11-23,133724.03428321358,-0.06616652543078258,135269.8996477689
2021-11-24,134574.1405122377,-0.060229988608080806,135269.8996477689
2021-11-25,135282.19294502237,-0.05528545438856921,135269.8996477689
2021-11-26,134565.56404721554,-0.060289880535318134,135269.8996477689
2021-11-29,134085.95474363887,-0.06363913053959312,135269.8996477689
2021-11-30,135269.8996477689,-0.05537130202657719,135269.8996477689
