,equity,drawdown,capital
2020-02-14,86114.58457946828,-0.14357945716692133,188605.73662941155
2020-02-17,85585.44412112795,-0.14884182661084033,188605.73662941155
2020-02-18,85505.5336840148,-0.1496365461146814,188605.73662941155
2020-02-19,89120.35517590848,-0.11368668466612045,188605.73662941155
2020-02-20,89230.83124809932,-0.1125879860173633,188605.73662941155
2020-02-21,87435.91293895816,-0.130438677861985,188605.73662941155
2020-02-24,86995.55550678179,-0.1348180887706801,188605.73662941155
2020-02-25,85836.51422564893,-0.1463449023528525,188605.73662941155
2020-02-26,84902.58504749098,-0.15563294731796035,188605.73662941155
2020-02-27,88949.5942900539,-0.11538492348678486,188605.73662941155
2020-02-28,89267.66937058968,-0.11222162618395984,188605.73662941155
2020-03-02,89566.7363407891,-0.10924736696628606,188605.73662941155
2020-03-03,89687.9005032634,-0.10804237389449807,188605.73662941155
2020-03-04,90757.99041376325,-0.09740019305479641,188605.73662941155
2020-03-05,92726.4677107728,-0.07782343490758874,188605.73662941155
2020-03-06,93878.6218105453,-0.06636511522372678,188605.73662941155
2020-03-09,92231.65856661498,-0.08274437504691391,188605.73662941155
2020-03-10,93117.92067142113,-0.07393038521468008,188605.73662941155
2020-03-11,91075.58494402957,-0.09424167488578065,188605.73662941155
2020-03-12,91881.87304743916,-0.0862230367123053,188605.73662941155
2020-03-13,90247.590819819,-0.1024761822085749,188605.73662941155
2020-03-16,89413.6760122496,-0.11076957148360604,188605.73662941155
2020-03-17,89093.8654775477,-0.11395012809977813,188605.73662941155
2020-03-18,88847.96631834871,-0.11639562664606744,188605.73662941155
2020-03-19,91213.5396645807,-0.09286969756930462,188605.73662941155
2020-03-20,89438.87809858023,-0.11051893351605152,188605.73662941155
2020-03-23,89986.29503204144,-0.10507480219264914,188605.73662941155
2020-03-24,90719.00285261036,-0.09778792933024104,188605.73662941155
2020-03-25,90501.76420978585,-0.09994839538045344,188605.73662941155
2020-03-26,90498.78734587622,-0.09997800067226174,188605.73662941155
2020-03-27,92394.48367574209,-0.08112505853942024,188605.73662941155
2020-03-30,92353.03802987012,-0.0815372407813607,188605.73662941155
2020-03-31,91854.9513498701,-0.08649077643326755,188605.73662941155
2020-04-01,92282.59063784375,-0.08223784909312375,188605.73662941155
2020-04-02,93224.43511654905,-0.07287108545307192,188605.73662941155
2020-04-03,92505.10361652184,-0.08002492909917037,188605.73662941155
2020-04-06,91256.13314236887,-0.09244609999234801,188605.73662941155
2020-04-07,90641.18460156389,-0.09856184177641948,188605.73662941155
2020-04-08,90882.6468782634,-0.09616046859329883,188605.73662941155
2020-04-09,89343.62892714494,-0.11146619869190265,188605.73662941155
2020-04-10,90662.76256048806,-0.09834724621882243,188605.73662941155
2020-04-13,89505.95944744113,-0.10985180093350495,188605.73662941155
2020-04-14,92617.72803525261,-0.0789048648696709,188605.73662941155
2020-04-15,92019.15846908868,-0.08485771565889363,188605.73662941155
2020-04-16,90085.17299504385,-0.10409144822116705,188605.73662941155
2020-04-17,90030.67489613085,-0.10463343877575619,188605.73662941155
2020-04-20,91485.37550219688,-0.0901662554433324,188605.73662941155
2020-04-21,92797.0179795165,-0.07712180347373168,188605.73662941155
2020-04-22,91259.69307317406,-0.09241069602578977,188605.73662941155
2020-04-23,92254.53539473805,-0.08251686206923263,188605.73662941155
2020-04-24,93359.77717004082,-0.07152509144421039,188605.73662941155
2020-04-27,93515.05513536639,-0.0699808322457999,188605.73662941155
2020-04-28,95943.18928884462,-0.045832727950245275,188605.73662941155
2020-04-29,94891.96091680312,-0.056287328380843715,188605.73662941155
2020-04-30,96268.17106767495,-0.04260074265070646,188605.73662941155
2020-05-01,95453.04408676615,-0.05070728458987807,188605.73662941155
2020-05-04,93665.40541366315,-0.06848557952429155,188605.73662941155
2020-05-05,92384.70559652946,-0.08122230278611826,188605.73662941155
2020-05-06,91784.55474945049,-0.08719087961601392,188605.73662941155
2020-05-07,89448.81744467902,-0.11042008544957241,188605.73662941155
2020-05-08,90413.43622262127,-0.10082682849470756,188605.73662941155
2020-05-11,89473.11853653658,-0.11017840798713417,188605.73662941155
2020-05-12,91555.43767263464,-0.08946947820947146,188605.73662941155
2020-05-13,93980.0584015384,-0.06535631537007046,188605.73662941155
2020-05-14,92776.27035188596,-0.07732814128055751,188605.73662941155
2020-05-15,93524.34441012677,-0.06988844922181323,188605.73662941155
2020-05-18,95182.38977835601,-0.05339897625698264,188605.73662941155
2020-05-19,93260.18169889161,-0.07251558112585786,188605.73662941155
2020-05-20,93090.24666566958,-0.07420560673660755,188605.73662941155
2020-05-21,91625.31391869739,-0.0887745500172676,188605.73662941155
2020-05-22,90676.33733430262,-0.09821224335936636,188605.73662941155
2020-05-25,91983.81074357296,-0.08520925330401982,188605.73662941155
2020-05-26,90177.72027748758,-0.10317105367644222,188605.73662941155
2020-05-27,88038.43204320983,-0.12444654841201559,188605.73662941155
2020-05-28,87092.39553475642,-0.13385500232334938,188605.73662941155
2020-05-29,86719.32709375228,-0.1375652156201901,188605.73662941155
2020-06-01,84720.36489232315,-0.1574451500356074,188605.73662941155
2020-06-02,83707.05873380254,-0.1675226092090357,188605.73662941155
2020-06-03,84341.99257115777,-0.1612081110981024,188605.73662941155
2020-06-04,83707.13351755987,-0.1675218654750171,188605.73662941155
2020-06-05,85266.88647882633,-0.15200992305206296,188605.73662941155
2020-06-08,83791.25030401222,-0.16668531328973166,188605.73662941155
2020-06-09,84757.72098607171,-0.157073638911882,188605.73662941155
2020-06-10,84431.84562312519,-0.16031451101959146,188605.73662941155
2020-06-11,85657.72686382565,-0.14812296550222634,188605.73662941155
2020-06-12,84968.80777619327,-0.1549743538225605,188605.73662941155
2020-06-15,86354.51067962464,-0.1411933614557342,188605.73662941155
2020-06-16,86248.13918782443,-0.1422512395282392,188605.73662941155
2020-06-17,87687.03448010009,-0.12794124206023205,188605.73662941155
2020-06-18,89708.33307930105,-0.10783916931600422,188605.73662941155
2020-06-19,92651.8051159336,-0.07856596394972223,188605.73662941155
2020-06-22,93280.96374654335,-0.07230890100752484,188605.73662941155
2020-06-23,95539.14805939364,-0.04985096958426285,188605.73662941155
2020-06-24,96618.75048195824,-0.039114185597069084,188605.73662941155
2020-06-25,94063.91929109753,-0.06452230811207318,188605.73662941155
2020-06-26,90882.23501867393,-0.09616456458952184,188605.73662941155
2020-06-29,89838.75764972837,-0.10654208030431586,188605.73662941155
2020-06-30,90355.92167396353,-0.10139881802729139,188605.73662941155
2020-07-01,94129.86716273932,-0.06386644810524668,188605.73662941155
2020-07-02,94053.20483192023,-0.0646288647771212,188605.73662941155
2020-07-03,92542.41661871775,-0.07965384652644006,188605.73662941155
2020-07-06,93142.58333223111,-0.07368511190282781,188605.73662941155
2020-07-07,91786.99390019334,-0.08716662195032993,188605.73662941155
2020-07-08,93410.94610210742,-0.07101620987913437,188605.73662941155
2020-07-09,92341.86178745875,-0.08164838993965393,188605.73662941155
2020-07-10,93536.86786826697,-0.06976390183102041,188605.73662941155
2020-07-13,94228.68748587077,-0.0628836673696434,188605.73662941155
2020-07-14,94027.17650510545,-0.06488771981182413,188605.73662941155
2020-07-15,91057.22748590153,-0.09442424215161405,188605.73662941155
2020-07-16,92883.95172199256,-0.07625723630098812,188605.73662941155
2020-07-17,93047.55740123388,-0.07463015692400848,188605.73662941155
2020-07-20,93504.29794048115,-0.07008781392292195,188605.73662941155
2020-07-21,93977.28733850244,-0.06538387394590361,188605.73662941155
2020-07-22,92683.62786874497,-0.07824948260837637,188605.73662941155
2020-07-23,93468.54309012523,-0.07044340047658497,188605.73662941155
2020-07-24,95781.95579929918,-0.04743621559770587,188605.73662941155
2020-07-27,95205.71472072885,-0.05316700672585095,188605.73662941155
2020-07-28,92563.83559606771,-0.07944083206090478,188605.73662941155
2020-07-29,91043.13864940395,-0.09456435743011268,188605.73662941155
2020-07-30,93121.81771797064,-0.07389162858898568,188605.73662941155
2020-07-31,94486.63749107791,-0.06031832162058009,188605.73662941155
2020-08-03,96332.92447473404,-0.041956761746720764,188605.73662941155
2020-08-04,98016.51693381381,-0.025213219700318732,188605.73662941155
2020-08-05,97764.18677988574,-0.027722675310602796,188605.73662941155
2020-08-06,98862.44556781447,-0.016800351386934042,188605.73662941155
2020-08-07,97304.23166482185,-0.03229698767877491,188605.73662941155
2020-08-10,95625.81004317591,-0.04898910508644009,188605.73662941155
2020-08-11,96390.92829229379,-0.04137990637241346,188605.73662941155
2020-08-12,96192.62555724898,-0.043352052401122894,188605.73662941155
2020-08-13,95265.12601839392,-0.05257615378212249,188605.73662941155
2020-08-14,96714.36332242397,-0.03816330368625974,188605.73662941155
2020-08-17,97330.11818614305,-0.032039542917818055,188605.73662941155
2020-08-18,96592.44600424556,-0.039375786987723684,188605.73662941155
2020-08-19,96926.53011429062,-0.03605327784163746,188605.73662941155
2020-08-20,95575.94657304524,-0.049485003665820024,188605.73662941155
2020-08-21,95762.13657344363,-0.0476333203302971,188605.73662941155
2020-08-24,95992.21941731065,-0.04534511706016068,188605.73662941155
2020-08-25,95638.59962387678,-0.04886191107279025,188605.73662941155
2020-08-26,97457.92545242452,-0.03076848333016161,188605.73662941155
2020-08-27,97750.01263987736,-0.02786363894341195,188605.73662941155
2020-08-28,97908.9426662322,-0.026283059531597243,188605.73662941155
2020-08-31,100619.33357650052,0.0,188605.73662941155
2020-09-01,99953.28887582468,-0.0066194505270643815,188605.73662941155
2020-09-02,102691.09681134664,0.0,188605.73662941155
2020-09-03,105614.93456270374,0.0,188605.73662941155
2020-09-04,108654.50687737776,0.0,188605.73662941155
2020-09-07,111918.16294416976,0.0,188605.73662941155
2020-09-08,111689.50754634746,-0.002043058890596329,188605.73662941155
2020-09-09,112815.3044182064,0.0,188605.73662941155
2020-09-10,116461.49249065218,0.0,188605.73662941155
2020-09-11,116879.31135704357,0.0,188605.73662941155
2020-09-14,117236.49238149954,0.0,188605.73662941155
2020-09-15,119576.29609179376,0.0,188605.73662941155
2020-09-16,119088.0557783713,-0.004083086108033125,188605.73662941155
2020-09-17,118173.2226185421,-0.011733709097115505,188605.73662941155
2020-09-18,117051.46602360229,-0.021114804110116125,188605.73662941155
2020-09-21,119079.54166673376,-0.004154288444247063,188605.73662941155
2020-09-22,118464.1166824151,-0.009301002336825062,188605.73662941155
2020-09-23,118683.57183628318,-0.007465729284884936,188605.73662941155
2020-09-24,120603.23003776991,0.0,188605.73662941155
2020-09-25,121386.44969604639,0.0,188605.73662941155
2020-09-28,120292.78899325574,-0.009009742895761322,188605.73662941155
2020-09-29,119419.46605970924,-0.016204309799508116,188605.73662941155
2020-09-30,118042.52804368029,-0.027547734205418603,188605.73662941155
2020-10-01,118478.13289648273,-0.023959155299838927,188605.73662941155
2020-10-02,117722.81861873165,-0.030181548982514378,188605.73662941155
2020-10-05,115776.97934625478,-0.04621166830266318,188605.73662941155
2020-10-06,116371.50593130299,-0.04131386804129204,188605.73662941155
2020-10-07,118245.6946709472,-0.02587401668772497,188605.73662941155
2020-10-08,118315.31854199887,-0.025300444668557947,188605.73662941155
2020-10-09,122045.97167081993,0.0,188605.73662941155
2020-10-12,122645.89960265589,0.0,188605.73662941155
2020-10-13,126924.2233764172,0.0,188605.73662941155
2020-10-14,125822.83784882228,-0.00867750456371559,188605.73662941155
2020-10-15,125099.02448197188,-0.014380225034210804,188605.73662941155
2020-10-16,127951.58258472363,0.0,188605.73662941155
2020-10-19,129128.91416307131,0.0,188605.73662941155
2020-10-20,132812.3939472413,0.0,188605.73662941155
2020-10-21,131515.40450606597,-0.009765575355042189,188605.73662941155
2020-10-22,130762.52584377049,-0.01543431333889748,188605.73662941155
2020-10-23,129847.84586556535,-0.02232132102711435,188605.73662941155
2020-10-26,129400.35564379553,-0.025690661857967735,188605.73662941155
2020-10-27,130476.11215877636,-0.01759084163028498,188605.73662941155
2020-10-28,132222.71151365177,-0.004439965398287927,188605.73662941155
2020-10-29,133665.94952010884,0.0,188605.73662941155
2020-10-30,133617.67486880533,-0.0003611589299804924,188605.73662941155
2020-11-02,135035.79410580997,0.0,188605.73662941155
2020-11-03,135785.2852116619,0.0,188605.73662941155
2020-11-04,138808.54455869907,0.0,188605.73662941155
2020-11-05,140970.43582023488,0.0,188605.73662941155
2020-11-06,141537.81257418968,0.0,188605.73662941155
2020-11-09,144115.1349840602,0.0,188605.73662941155
2020-11-10,147814.25234357407,0.0,188605.73662941155
2020-11-11,147226.80600488585,-0.003974219869696923,188605.73662941155
2020-11-12,147625.7397188753,-0.0012753345615185096,188605.73662941155
2020-11-13,150137.87618796658,0.0,188605.73662941155
2020-11-16,149621.35638051474,-0.003440303143792837,188605.73662941155
2020-11-17,148546.02753098676,-0.010602578758919538,188605.73662941155
2020-11-18,149875.85063173683,-0.0017452328678321516,188605.73662941155
2020-11-19,151147.96794002733,0.0,188605.73662941155
2020-11-20,149639.31004955492,-0.009981330950284575,188605.73662941155
2020-11-23,154189.27885313873,0.0,188605.73662941155
2020-11-24,153318.0553850016,-0.005650350495295889,188605.73662941155
2020-11-25,149934.49711775116,-0.027594536838324156,188605.73662941155
2020-11-26,147308.64776382825,-0.04462457533032568,188605.73662941155
2020-11-27,146450.5891256709,-0.05018954485699835,188605.73662941155
2020-11-30,143305.31003356018,-0.07058836321522233,188605.73662941155
2020-12-01,146577.1712186715,-0.04936859223343006,188605.73662941155
2020-12-02,147118.44046861905,-0.04585817144429652,188605.73662941155
2020-12-03,149651.07247739582,-0.029432697328232765,188605.73662941155
2020-12-04,148222.81186309125,-0.03869573185908981,188605.73662941155
2020-12-07,153186.08033384825,-0.006506279338954582,188605.73662941155
2020-12-08,152020.71555138167,-0.014064293690760208,188605.73662941155
2020-12-09,156962.71917606395,0.0,188605.73662941155
2020-12-10,156240.28322654872,-0.004602595783938223,188605.73662941155
2020-12-11,161629.97702560612,0.0,188605.73662941155
2020-12-14,158969.3131696796,-0.01646145043691368,188605.73662941155
2020-12-15,154265.7756027537,-0.04556210152579393,188605.73662941155
2020-12-16,157066.9501172226,-0.02823131570241228,188605.73662941155
2020-12-17,155441.7244708063,-0.03828653984043714,188605.73662941155
2020-12-18,155872.12622022437,-0.0356236566467467,188605.73662941155
2020-12-21,156421.48459728682,-0.03222479223327579,188605.73662941155
2020-12-22,159701.77781603183,-0.01192971282343755,188605.73662941155
2020-12-23,159508.86349723468,-0.013123268142489455,188605.73662941155
2020-12-24,158677.9744034762,-0.018263954969579995,188605.73662941155
2020-12-25,151751.04892004826,-0.061120642886639764,188605.73662941155
2020-12-28,152956.2464390007,-0.05366412064286366,188605.73662941155
2020-12-29,153697.74159020485,-0.049076511556668756,188605.73662941155
2020-12-30,153713.3711603693,-0.04897981185744168,188605.73662941155
2020-12-31,154500.801333822,-0.04410800411519388,188605.73662941155
2021-01-01,155163.1907633987,-0.04000981984414256,188605.73662941155
2021-01-04,152935.77225457635,-0.05379079383060476,188605.73662941155
2021-01-05,153448.62993234917,-0.05061775818950233,188605.73662941155
2021-01-06,151894.24469126412,-0.06023469478560665,188605.73662941155
2021-01-07,154619.11996170718,-0.04337597018149822,188605.73662941155
2021-01-08,154307.13217412904,-0.04530622961306834,188605.73662941155
2021-01-11,157279.5532802744,-0.026915946072568524,188605.73662941155
2021-01-12,154420.43607632408,-0.044605221642392896,188605.73662941155
2021-01-13,152512.17413212807,-0.05641158318072126,188605.73662941155
2021-01-14,149421.14347811858,-0.07553570056842462,188605.73662941155
2021-01-15,151299.34731978056,-0.06391530764239937,188605.73662941155
2021-01-18,148829.78884252213,-0.07919439462059766,188605.73662941155
2021-01-19,150508.1046984395,-0.06881070288962941,188605.73662941155
2021-01-20,153801.57150765948,-0.04843411885597452,188605.73662941155
2021-01-21,156016.41690511935,-0.034730934346401884,188605.73662941155
2021-01-22,155089.35168204558,-0.04046666010800916,188605.73662941155
2021-01-25,155198.01684291888,-0.03979435189592497,188605.73662941155
2021-01-26,154480.42907508247,-0.044234046691666494,188605.73662941155
2021-01-27,156228.94184571563,-0.03341604867663152,188605.73662941155
2021-01-28,154929.32775207766,-0.04145672354124576,188605.73662941155
2021-01-29,156357.07268349786,-0.032623306883678545,188605.73662941155
2021-02-01,159383.1368379361,-0.013901135352596558,188605.73662941155
2021-02-02,157043.94814644658,-0.028373628231308845,188605.73662941155
2021-02-03,154196.87805650654,-0.04598836865467099,188605.73662941155
2021-02-04,153983.49807251213,-0.04730854445325201,188605.73662941155
2021-02-05,156395.522780701,-0.03238541724271765,188605.73662941155
2021-02-08,157178.40505660916,-0.027541747211234945,188605.73662941155
2021-02-09,157447.9816107699,-0.02587388485598613,188605.73662941155
2021-02-10,160771.0534280889,-0.005314135492212223,188605.73662941155
2021-02-11,161367.85524128407,-0.001621739909549852,188605.73662941155
2021-02-12,159240.72204769697,-0.014782251546881267,188605.73662941155
2021-02-15,160198.52427000843,-0.008856356858671737,188605.73662941155
2021-02-16,159613.38624973147,-0.012476588891398346,188605.73662941155
2021-02-17,158792.7954410445,-0.017553560526164916,188605.73662941155
2021-02-18,160063.4639860132,-0.009691970935222874,188605.73662941155
2021-02-19,162335.47940593382,0.0,188605.73662941155
2021-02-22,165306.00161918043,0.0,188605.73662941155
2021-02-23,169770.38349523148,0.0,188605.73662941155
2021-02-24,170000.0197865035,0.0,188605.73662941155
2021-02-25,173203.08682496645,0.0,188605.73662941155
2021-02-26,170220.39211088157,-0.01722079420616271,188605.73662941155
2021-03-01,173870.10175528046,0.0,188605.73662941155
2021-03-02,173611.11087308452,-0.0014895653685212972,188605.73662941155
2021-03-03,172210.27821961368,-0.009546342464347024,188605.73662941155
2021-03-04,171107.29161584878,-0.015890081799804143,188605.73662941155
2021-03-05,161422.4615967264,-0.07159160794691379,188605.73662941155
2021-03-08,160186.19397809866,-0.07870190239171593,188605.73662941155
2021-03-09,163821.80564118945,-0.05779197235551072,188605.73662941155
2021-03-10,162452.27893658128,-0.06566869578744246,188605.73662941155
2021-03-11,163119.15159549974,-0.061833230965220864,188605.73662941155
2021-03-12,164794.62125652656,-0.05219690106081319,188605.73662941155
2021-03-15,162328.45516403398,-0.0663808583231358,188605.73662941155
2021-03-16,163260.4648740338,-0.06102047893305758,188605.73662941155
2021-03-17,161028.67960581966,-0.0738564136089073,188605.73662941155
2021-03-18,162086.53430401967,-0.06777224682278023,188605.73662941155
2021-03-19,162373.8284675713,-0.06611989739265232,188605.73662941155
2021-03-22,156394.03645708473,-0.10051219342353077,188605.73662941155
2021-03-23,154254.0009085962,-0.11282043691613877,188605.73662941155
2021-03-24,152486.91284549455,-0.12298370274081064,188605.73662941155
2021-03-25,151538.39269954845,-0.1284390405842377,188605.73662941155
2021-03-26,150908.2960667178,-0.13206299103040184,188605.73662941155
2021-03-29,155861.17464411675,-0.103576905571212,188605.73662941155
2021-03-30,159586.2375244876,-0.0821525040049564,188605.73662941155
2021-03-31,162792.87293853547,-0.06370979659479363,188605.73662941155
2021-04-01,163055.45272961629,-0.06219958990353399,188605.73662941155
2021-04-02,161652.33982895417,-0.07026948165891457,188605.73662941155
2021-04-05,159670.98624695468,-0.08166507849814696,188605.73662941155
2021-04-06,166553.84152400447,-0.042078886234123855,188605.73662941155
2021-04-07,167756.60079505376,-0.03516131237348302,188605.73662941155
2021-04-08,169632.5213530325,-0.02437210514900536,188605.73662941155
2021-04-09,173163.9269405879,-0.00406150803136058,188605.73662941155
2021-04-12,174853.7724412596,0.0,188605.73662941155
2021-04-13,177653.00595135087,0.0,188605.73662941155
2021-04-14,177378.3822847972,-0.0015458430612138062,188605.73662941155
2021-04-15,174965.600120739,-0.015127274746748787,188605.73662941155
2021-04-16,175870.91804365808,-0.0100312848530174,188605.73662941155
2021-04-19,176012.80124911608,-0.00923263129408549,188605.73662941155
2021-04-20,178741.81812185934,0.0,188605.73662941155
2021-04-21,181119.7176300991,0.0,188605.73662941155
2021-04-22,178770.80353843287,-0.012968848021635157,188605.73662941155
2021-04-23,178836.2904651097,-0.012607280945815362,188605.73662941155
2021-04-26,178249.29439835867,-0.0158482095119135,188605.73662941155
2021-04-27,177125.97323186742,-0.022050301593270497,188605.73662941155
2021-04-28,183124.60232520913,0.0,188605.73662941155
2021-04-29,184605.63819892224,0.0,188605.73662941155
2021-04-30,187329.18821488647,0.0,188605.73662941155
2021-05-03,185711.20876378327,-0.008637092097186692,188605.73662941155
2021-05-04,188840.8181925988,0.0,188605.73662941155
2021-05-05,185290.56797794445,-0.01880022681872433,188605.73662941155
2021-05-06,191589.0198826163,0.0,188605.73662941155
2021-05-07,191708.13796480148,0.0,188605.73662941155
2021-05-10,192319.7699685639,0.0,188605.73662941155
2021-05-11,190526.66203187648,-0.009323575714449509,188605.73662941155
2021-05-12,186681.4114238718,-0.029317623173185668,188605.73662941155
2021-05-13,185425.29960775166,-0.035848994421838115,188605.73662941155
2021-05-14,187093.79146463063,-0.027173381627835187,188605.73662941155
2021-05-17,185845.66491326975,-0.033663232107403136,188605.73662941155
2021-05-18,185619.16663919913,-0.03484094916742063,188605.73662941155
2021-05-19,181769.2138725765,-0.05485944631543575,188605.73662941155
2021-05-20,181080.127481161,-0.058442470523129744,188605.73662941155
2021-05-21,180890.86510587795,-0.0594265730691862,188605.73662941155
2021-05-24,176903.62617407675,-0.0801589134440366,188605.73662941155
2021-05-25,176647.13648315048,-0.0814925760777232,188605.73662941155
2021-05-26,177353.4004229446,-0.07782023422795098,188605.73662941155
2021-05-27,177087.15822556417,-0.07920460671042613,188605.73662941155
2021-05-28,176911.0837775386,-0.08012013634138587,188605.73662941155
2021-05-31,176978.25462625426,-0.07977086986333917,188605.73662941155
2021-06-01,177434.02613791535,-0.07740100683919146,188605.73662941155
2021-06-02,179627.48036872223,-0.06599576113218268,188605.73662941155
2021-06-03,179743.749117377,-0.06539120160783538,188605.73662941155
2021-06-04,181725.95254878866,-0.05508439107173889,188605.73662941155
2021-06-07,178237.4108514244,-0.07322366868180712,188605.73662941155
2021-06-08,180609.63496466633,-0.060888877965128985,188605.73662941155
2021-06-09,178815.63142838486,-0.07021711050500104,188605.73662941155
2021-06-10,179237.30736309526,-0.06802453334676442,188605.73662941155
2021-06-11,179210.99182024196,-0.06816136557601259,188605.73662941155
2021-06-14,179437.00752262393,-0.06698615773118775,188605.73662941155
2021-06-15,179035.77582373883,-0.06907243153939104,188605.73662941155
2021-06-16,180072.35610479486,-0.0636825525829766,188605.73662941155
2021-06-17,179693.4322967517,-0.06565283264365414,188605.73662941155
2021-06-18,177805.25283978196,-0.07547074921706928,188605.73662941155
2021-06-21,175713.24077020792,-0.08634852881256272,188605.73662941155
2021-06-22,178344.63892868467,-0.07266611769639474,188605.73662941155
2021-06-23,182549.74742854584,-0.050800926714996766,188605.73662941155
2021-06-24,187417.33521300432,-0.02549105979255754,188605.73662941155
2021-06-25,186804.30892572305,-0.028678596296898607,188605.73662941155
2021-06-28,188528.3608678672,-0.019714089203187176,188605.73662941155
2021-06-29,188841.06820559254,-0.018088113164548666,188605.73662941155
2021-06-30,184471.63812008567,-0.04080772273053914,188605.73662941155
2021-07-01,187989.86810546234,-0.022514075717797004,188605.73662941155
2021-07-02,189982.43517494263,-0.012153377648087462,188605.73662941155
2021-07-05,192817.99207553238,0.0,188605.73662941155
2021-07-06,193595.10228755017,0.0,188605.73662941155
2021-07-07,193884.35782355766,0.0,188605.73662941155
2021-07-08,195615.64135631174,0.0,188605.73662941155
2021-07-09,197070.80708030914,0.0,188605.73662941155
2021-07-12,199926.9669681755,0.0,188605.73662941155
2021-07-13,198857.70539185766,-0.005348260880124483,188605.73662941155
2021-07-14,192246.94786811332,-0.038414122999648574,188605.73662941155
2021-07-15,195281.6973683278,-0.023234832550564008,188605.73662941155
2021-07-16,194468.76655359648,-0.02730097143647386,188605.73662941155
2021-07-19,190885.29122682457,-0.04522489326209895,188605.73662941155
2021-07-20,182059.58162105753,-0.08936956138569392,188605.73662941155
2021-07-21,181599.38152983994,-0.0916714023939199,188605.73662941155
2021-07-22,185553.02037383174,-0.07189598688120852,188605.73662941155
2021-07-23,184033.76237513302,-0.07949505178844811,188605.73662941155
2021-07-26,181084.50041354244,-0.09424674840204227,188605.73662941155
2021-07-27,182504.58984621,-0.08714370745562701,188605.73662941155
2021-07-28,179590.5808709698,-0.10171907474814464,188605.73662941155
2021-07-29,179475.66650801213,-0.10229385645318578,188605.73662941155
2021-07-30,181095.1589729256,-0.09419343613734488,188605.73662941155
2021-08-02,183549.46129582895,-0.08191744175738694,188605.73662941155
2021-08-03,183359.36265789822,-0.08286828216082781,188605.73662941155
2021-08-04,182060.86055029382,-0.08936316440355749,188605.73662941155
2021-08-05,178632.04963807823,-0.10651348166296647,188605.73662941155
2021-08-06,180347.5330679158,-0.0979329311957019,188605.73662941155
2021-08-09,182593.97562989523,-0.08669661527471349,188605.73662941155
2021-08-10,183189.30308663758,-0.08371889062970791,188605.73662941155
2021-08-11,181203.67138551755,-0.09365067587724836,188605.73662941155
2021-08-12,184403.09085666292,-0.07764773480499841,188605.73662941155
2021-08-13,184867.58331712525,-0.07532442411056738,188605.73662941155
2021-08-16,181551.15883340538,-0.09191260395449895,188605.73662941155
2021-08-17,184189.09965954913,-0.07871808164394113,188605.73662941155
2021-08-18,187335.609971457,-0.06297978300607543,188605.73662941155
2021-08-19,187560.17202045996,-0.06185656260010231,188605.73662941155
2021-08-20,182422.67511677224,-0.08755343071947665,188605.73662941155
2021-08-23,182280.3999459695,-0.08826506643806081,188605.73662941155
2021-08-24,179421.419214041,-0.1025651920053315,188605.73662941155
2021-08-25,176367.84472633724,-0.11783864177556602,188605.73662941155
2021-08-26,177838.86269551166,-0.11048086512601286,188605.73662941155
2021-08-27,181292.85285947114,-0.09320460561816327,188605.73662941155
2021-08-30,180755.35273077758,-0.09589308800172845,188605.73662941155
